496.944535,-33.199333,16.000006
592.339638,-30.666514,16.000006
589.781293,65.737029,16.000006
494.383473,63.205601,16.000006
495.331771,-33.0389,16.217644
590.726901,-30.517617,16.217744
588.151325,65.885875,16.217744
492.755717,63.363547,16.217744
397.409449,-33.215009,16.273454
492.81217,-30.801206,16.273454
490.363996,65.606,16.273454
394.959217,63.191918,16.273554
301.460381,-32.910361,0
396.846496,-30.476794,0
394.379817,65.911609,0
298.989475,63.473092,0
497.184215,-32.933428,16.416679
592.587367,-30.487211,16.416579
590.110366,65.903579,16.416579
494.709698,63.458368,16.416579
399.198312,-32.911636,16.36777
494.60374,-30.460809,16.36777
492.126779,65.928543,16.36777
396.722862,63.479981,16.36777
301.204002,-32.880866,16.36777
396.594874,-30.431604,16.36777
394.117771,65.958522,16.36777
298.724351,63.51083,16.36767
203.208935,-32.835674,16.36777
298.597306,-30.388827,16.36777
296.124295,66.002964,16.36777
200.731973,63.554793,16.36777
-3.585672,-33.296962,16.292957
91.809054,-30.832255,16.292957
89.318483,65.558002,16.292957
-6.077908,63.093325,16.292857
-101.60691,-33.255347,16.292957
-6.211401,-30.818128,16.292957
-8.676268,65.571609,16.292957
-104.073142,63.134927,16.292857
-199.613643,-33.16821,16.292957
-104.215166,-30.736261,16.292957
-106.669487,65.654007,16.292957
-202.070431,63.223267,16.292957
-297.617322,-33.124534,16.292957
-202.214305,-30.692314,16.292957
-204.672543,65.699808,16.292957
-300.07358,63.266561,16.292957
-415.655021,-33.088692,16.274854
-320.259039,-30.655593,16.274754
-322.708947,65.723298,16.274854
-418.10859,63.295844,16.274854
